ID,predicted,Gene.symbol
231914_at,0.0,NUDT14
1569942_at,0.0,
1555871_at,0.0,TTC28-AS1
214722_at,0.0,NOTCH2NL
236500_at,0.0,
216171_at,0.0,
243672_at,0.0,SALL3
215515_at,0.0,
209243_s_at,0.0,PEG3
1555349_a_at,0.0,ITGB2
211245_x_at,0.0,KIR2DL4
1559827_at,0.0,LINC00960
222183_x_at,0.0,MBD3
234744_x_at,0.0,KIF20B
219020_at,0.0,HS1BP3
234186_at,0.0,
242020_s_at,0.0,ZBP1
1569596_at,0.0,
1559033_at,0.0,LINC01018
1553549_at,0.0,VN1R2
244656_at,0.0,RASL10B
1562544_at,0.0,
1561906_at,0.0,
231690_at,0.0,
230334_at,0.0,LOC100507291
204501_at,0.0,NOV
239099_at,0.0,GCOM1///POLR2M
1561662_at,0.0,
217095_x_at,0.0,NCR1
241566_at,0.0,
235421_at,0.0,MAP3K8
239797_at,0.0,
1561679_at,0.0,
238282_at,0.0,
231933_at,0.0,Mar-08
243460_at,0.0,
1557856_at,0.0,
237671_at,0.0,
1558894_a_at,0.0,DEUP1
242125_at,0.0,
224278_at,0.0,CYP4F30P
243861_at,0.0,FNIP1
1557816_a_at,0.0,LOC105379186
1557444_at,0.0,TREML3P
1554564_a_at,0.0,SPPL3
1556590_s_at,0.0,
240492_at,0.0,
204621_s_at,0.0,NR4A2
240812_at,0.0,
232025_at,0.0,SYT7
214863_at,0.0,
228915_at,0.0,DACH1
210709_at,0.0,ZC3H15
1555710_at,0.0,
232042_at,0.0,TTYH2
225815_at,0.0,CPLX2
228849_at,0.0,NTRK3
1554503_a_at,0.0,OSCAR
1558511_s_at,0.0,ESYT2
1557774_at,0.0,LOC105373958
234748_x_at,0.0,KIF20B
236858_s_at,0.0,RUNX2
239896_at,0.0,GS1-124K5.4
1557702_at,0.0,LOC101927604
244544_at,0.0,
222756_s_at,0.0,ARRB1
1555475_x_at,0.0,TTLL3
234148_at,0.0,
225817_at,0.0,LOC101930349///LOC101930344///CGNL1
1556007_s_at,0.0,CSNK1A1
230004_at,0.0,USP24
1566879_at,0.0,
1568936_a_at,0.0,
1553636_at,0.0,TMCO5A
206065_s_at,0.0,DPYS
244118_at,0.0,GABRA1
202974_at,0.0,MPP1
224370_s_at,0.0,CAPS2
1556105_at,0.0,
238166_s_at,0.0,C17orf51
240657_at,0.0,
227409_at,0.0,PPP1R3E
219522_at,0.0,FJX1
228264_at,0.0,ACCS
201041_s_at,0.0,DUSP1
227180_at,0.0,ELOVL7
214776_x_at,0.0,XYLB
237008_at,0.0,POU3F3
232260_at,0.0,ZBTB11-AS1
208609_s_at,0.0,TNXB///TNXA
202022_at,0.0,ALDOC
242674_at,0.0,EIF4E
235583_at,0.0,ILDR1
218516_s_at,0.0,IMPAD1
242476_at,0.0,
231908_at,0.0,ZDHHC18
231273_x_at,0.0,FRZB
241221_at,0.0,SEC14L3
230557_at,0.0,XRRA1
241872_at,0.0,
222320_at,0.0,
1560853_x_at,0.0,ZNF826P
243520_x_at,0.0,ADAM30
38691_s_at,0.0,SFTPC
206828_at,0.0,TXK
1556263_s_at,0.0,LOC101928818///PWRN1
1559206_at,0.0,PSEN1
224134_at,0.0,MGC10814
239188_at,0.0,PPP2R3C
233150_at,0.0,GALNTL5
1557359_at,0.0,LINC01268
206397_x_at,0.0,CERS1///GDF1
222364_at,0.0,SLC44A1
240749_at,0.0,LOC105375075
1559277_at,0.0,FLJ35700
206478_at,0.0,FAM30A
236528_at,0.0,
243592_at,0.0,REV1
226333_at,0.0,IL6R
240691_at,0.0,
222197_s_at,0.0,
1565693_at,0.0,DTYMK
241523_at,0.0,
216248_s_at,0.0,NR4A2
236389_x_at,0.0,
208863_s_at,0.0,SRSF1
206628_at,0.0,SLC5A1
227118_s_at,0.0,MRPS26
1552575_a_at,0.0,C6orf141
233722_at,0.0,
237322_at,0.0,MIAT
237600_at,0.0,
1567256_at,0.0,OR1J2
236252_at,0.0,
1558759_s_at,0.0,CLASP2
215544_s_at,0.0,UBOX5
234649_at,0.0,
241583_x_at,0.0,
213191_at,0.0,TICAM1
210224_at,0.0,MR1
231466_at,0.0,FAM71F1
237405_at,0.0,LINGO3
222749_at,0.0,SUFU
1553620_at,0.0,TRIM42
235067_at,0.0,MKLN1
1556274_at,0.0,
240649_at,0.0,
1557523_at,0.0,ATP6AP1L
232864_s_at,0.0,AFF4
206574_s_at,0.0,PTP4A3
222057_at,0.0,NOL12
232636_at,0.0,SLITRK4
221217_s_at,0.0,RBFOX1
227674_at,0.0,ZNF585A
1562766_at,0.0,
208868_s_at,0.0,GABARAPL1
204781_s_at,0.0,FAS
1556744_a_at,0.0,ZNF654
216753_at,0.0,
216303_s_at,0.0,MTMR1
221327_s_at,0.0,OPN1MW3///OPN1MW2///OPN1LW///OPN1MW
239757_at,0.0,ZFAND6
1566772_at,0.0,
215435_at,0.0,
232477_at,0.0,
1569033_at,0.0,IGF2BP3
1562982_at,0.0,LINC01448
238533_at,0.0,EPHA7
214373_at,0.0,
1553288_a_at,0.0,NYAP1
1556248_at,0.0,EIF1B-AS1
225054_x_at,0.0,LINC00674
1556381_at,0.0,NAA15
220693_at,0.0,CCDC82
230957_at,0.0,
222225_at,0.0,RPL23AP53
209616_s_at,0.0,LOC100653057///CES1
240399_at,0.0,
234071_at,0.0,DEPTOR
217571_at,0.0,
208550_x_at,0.0,KCNG2
1561058_at,0.0,
233536_at,0.0,ASXL3
215272_at,0.0,OGG1
1552777_a_at,0.0,RAET1E
244689_at,0.0,PPARA
1570451_at,0.0,C1orf61
240135_x_at,0.0,
215142_at,0.0,HYPM
222100_at,0.0,CYP2E1
221131_at,0.0,A4GNT
220300_at,0.0,RGS3
234553_at,0.0,
227417_at,0.0,Mar-02
217513_at,0.0,MILR1
208926_at,0.0,NEU1
235191_at,0.0,LINC00662
216603_at,0.0,SLC7A8
221461_at,0.0,TAS2R9
234560_at,0.0,
243207_at,0.0,
235373_at,0.0,LOC100506314
1561375_at,0.0,
231108_at,0.0,FUS
1553271_at,0.0,DIP2B
1557238_s_at,0.0,
225747_at,0.0,COQ10A
235521_at,0.0,HOXA3
216356_x_at,0.0,BAIAP3
214559_at,0.0,DRD3
225467_s_at,0.0,RDH13
209144_s_at,0.0,CBFA2T2
1566900_at,0.0,
208239_at,0.0,FOXE1
205875_s_at,0.0,ATRIP///TREX1
242378_at,0.0,MYADML2
234483_at,0.0,ACSS1
1565576_at,0.0,
1554934_at,0.0,RCBTB1
1558565_at,0.0,AKNA
203299_s_at,0.0,AP1S2
231805_at,0.0,PRLHR
1555392_at,0.0,
203608_at,0.0,ALDH5A1
229570_at,0.0,LAMA5-AS1///LAMA5
238552_at,0.0,
1564672_at,0.0,
233772_at,0.0,POU6F2-AS2
236489_at,0.0,ADGRF1
230636_s_at,0.0,KLF9
209283_at,0.0,CRYAB
1562470_at,0.0,TCEANC2
237301_at,0.0,
1558460_at,0.0,ABCC5
216370_s_at,0.0,TKTL1
1556439_at,0.0,
230668_at,0.0,NKAIN4
238725_at,0.0,IRF1
220401_at,0.0,FLJ21369
1556329_a_at,0.0,PCDH10
206292_s_at,0.0,SULT2A1
222892_s_at,0.0,TMEM40
1555964_at,0.0,ARL17B///ARL17A
224254_x_at,0.0,
232348_at,0.0,C18orf8
231427_at,0.0,LOC284648
241357_at,0.0,MAPK15
207230_at,0.0,CDON
229082_at,0.0,CCDC125
1553594_a_at,0.0,INSL3
232672_x_at,0.0,CTXN2///SLC24A5
220511_s_at,0.0,DLC1
1567379_at,0.0,
1564883_a_at,0.0,TAS1R1
230291_s_at,0.0,
1556837_a_at,0.0,
226650_at,0.0,ZFAND2A
229665_at,0.0,CSTF3
231610_at,0.0,TTBK2
228784_at,0.0,ST3GAL2
1552402_at,0.0,CALML6
214535_s_at,0.0,ADAMTS2
221921_s_at,0.0,CADM3
231561_s_at,0.0,APOC2
244610_x_at,0.0,
214242_at,0.0,MAN1A2
234390_x_at,0.0,
210829_s_at,0.0,SSBP2
225092_at,0.0,RABEP1
236057_at,0.0,KCTD1
241497_at,0.0,
217073_x_at,0.0,APOA1
240299_at,0.0,ADAD1
1553402_a_at,0.0,HFE
211898_s_at,0.0,EPHB1
214148_at,0.0,LOC100507424///ITFG2
240553_at,0.0,TESC
207478_at,0.0,PRO2958
1553607_at,0.0,GRIK1-AS2///LINC00189///BACH1
241573_at,0.0,
213924_at,0.0,GNAL
237380_at,0.0,
219584_at,0.0,PLA1A
210780_at,0.0,ESR2
1560870_a_at,0.0,
229489_at,0.0,
225140_at,0.0,KLF3
231751_at,0.0,ABCG8
1558410_s_at,0.0,
220790_s_at,0.0,MS4A5
240512_x_at,0.0,KCTD4
230939_at,0.0,
1553340_s_at,0.0,SLC35G4///SLC35G3///SLC35G5
215837_x_at,0.0,
228533_at,0.0,
228108_at,0.0,PPM1L
1554588_a_at,0.0,TTC30B
220369_at,0.0,PPP4R3A
1564933_at,0.0,
231430_at,0.0,FAM181B
203435_s_at,0.0,MME
244061_at,0.0,
241119_at,0.0,
241308_at,0.0,LINC01255
224020_at,0.0,LINC00626
235359_at,0.0,NRROS
241953_at,0.0,LINC01198///KRTAP21-1
209898_x_at,0.0,ITSN2
1556373_a_at,0.0,FAM185A
231509_at,0.0,PPP1R17
226667_x_at,0.0,EPN1
232316_at,0.0,SAMD15
235940_at,0.0,C9orf64
232538_at,0.0,
235605_at,0.0,CASZ1
244265_at,0.0,
209871_s_at,0.0,APBA2
216067_at,0.0,
213171_s_at,0.0,MMP24
216859_x_at,0.0,
206934_at,0.0,SIRPB1
217548_at,0.0,ARPIN
232911_at,0.0,ZFP14
1553235_at,0.0,PCDHAC1
214685_at,0.0,NOP14-AS1
204233_s_at,0.0,CHKA
205438_at,0.0,PTPN21
234378_at,0.0,
234268_at,0.0,SLC2A13
240905_at,0.0,
215759_at,0.0,ANKRD53
231839_at,0.0,PDE12
224021_at,0.0,RP1
204891_s_at,0.0,LCK
231945_at,0.0,FILIP1
228443_s_at,0.0,KMT5A
224258_at,0.0,DBIL5P2
220839_at,0.0,METTL5
1559939_at,0.0,LOC105369167
208240_s_at,0.0,FGF1
223937_at,0.0,FOXP1
209146_at,0.0,MSMO1
237691_x_at,0.0,ENO3
1555636_at,0.0,CD300LG
219195_at,0.0,PPARGC1A
241960_at,0.0,CSMD1
233944_at,0.0,
207644_at,0.0,FOXH1
1561872_at,0.0,
1564307_a_at,0.0,A2ML1
223500_at,0.0,CPLX1
203395_s_at,0.0,HES1
232206_at,0.0,ULK4
1570043_at,0.0,
237468_at,0.0,
236524_at,0.0,
206101_at,0.0,ECM2
1563203_at,0.0,
238416_x_at,0.0,ZC3H18
213714_at,0.0,CACNB2
227816_at,0.0,NTN1
213162_at,0.0,DYNC1LI2
230670_at,0.0,IGSF10
212185_x_at,0.0,MT2A
1552993_at,0.0,DYDC1
210571_s_at,0.0,CMAHP
242637_at,0.0,
230413_s_at,0.0,
233840_at,0.0,LOC100130950
205523_at,0.0,HAPLN1
216080_s_at,0.0,FADS3
1562469_at,0.0,CASC15
220759_at,0.0,EDDM3B
213408_s_at,0.0,PI4KAP1///PI4KAP2///PI4KA
241391_at,0.0,
1561269_at,0.0,RAPGEF5
203037_s_at,0.0,MTSS1
225763_at,0.0,RCSD1
226806_s_at,0.0,NFIA
237635_at,0.0,LOC100128164
238584_at,0.0,IQCA1
237248_at,0.0,PDE11A
1556950_s_at,0.0,SERPINB6
220875_at,0.0,
221320_at,0.0,BCL2L10
206368_at,2.0,CPLX2
229320_at,0.0,KIAA1211L
202609_at,0.0,EPS8
1563035_x_at,0.0,GPD1
232355_at,0.0,SNORD114-3
244181_at,0.0,
213182_x_at,0.0,CDKN1C
239955_at,0.0,
207867_at,0.0,PAX4
226760_at,0.0,MBTPS2
206219_s_at,0.0,VAV1
235915_at,0.0,
1557521_a_at,0.0,
220782_x_at,0.0,KLK12
1554307_at,0.0,LOC644852
229117_s_at,0.0,JUND
215204_at,0.0,
232948_at,0.0,
223998_at,0.0,TTLL2
215480_at,0.0,KIAA0509
210099_at,0.0,ABCA2
236006_s_at,0.0,AKAP10
228085_at,0.0,MMP25-AS1
215729_s_at,0.0,VGLL1
1564820_at,0.0,
1554739_at,0.0,IPP
222383_s_at,0.0,ALOXE3
227629_at,0.0,PRLR
1560525_at,0.0,
1555811_at,0.0,ARHGDIB
226401_at,0.0,PARP10
214029_at,0.0,SLC25A42
1553234_at,0.0,ADAMTS18
1553936_a_at,0.0,BFSP2-AS1
216766_at,0.0,
240289_at,0.0,PDLIM3
1569701_at,0.0,PER3
1555958_at,0.0,CRTAC1
211169_s_at,0.0,PPP1R3A
211116_at,0.0,SLC9A2
239662_x_at,0.0,TMCC1
206776_x_at,0.0,ACRV1
237186_at,0.0,KCNJ5
224915_x_at,0.0,ZFAS1
231248_at,0.0,CST6
1555245_s_at,0.0,RP1L1
218925_s_at,0.0,C11orf1
241043_at,0.0,
223678_s_at,0.0,SFTPA2///SFTPA1
238183_at,0.0,
227896_at,0.0,BCCIP
1556490_a_at,0.0,LOC101805491///TMEM247
237192_at,0.0,LOC101927668
206702_at,0.0,TEK
213577_at,0.0,SQLE
1563099_at,0.0,LOC100507053
239597_at,0.0,
1560747_at,0.0,
215304_at,0.0,
224075_s_at,0.0,VSX1
1554994_at,0.0,RAG1
214090_at,0.0,PAWR
233740_at,0.0,
206642_at,0.0,DSG1
210906_x_at,0.0,AQP4
222648_at,0.0,TBC1D16
1559952_x_at,0.0,LOC102725108///LOC101928910///FAM66D///FAM66B///FAM66C
209843_s_at,0.0,SOX10
219327_s_at,0.0,GPRC5C
240268_at,0.0,LOC440117
221662_s_at,0.0,SLC22A7
230694_at,0.0,
232009_at,0.0,ADGRE2
227952_at,0.0,ZNF595
221112_at,0.0,IL1RAPL2
1556685_at,0.0,
1556131_s_at,0.0,FBF1
232595_at,2.0,
1563166_at,0.0,
1553349_at,0.0,ARID2
223767_at,0.0,GPR84
221670_s_at,0.0,LHX3
231464_at,0.0,
244344_at,0.0,WNK4
240392_at,0.0,LOC105371920
205969_at,0.0,AADAC
200802_at,0.0,SARS
205164_at,0.0,GCAT
1552304_at,0.0,ALG10
208182_x_at,0.0,IFNA14
218627_at,0.0,DRAM1
241249_at,0.0,PSMD5-AS1
234815_at,0.0,MYCN
244773_at,0.0,
206039_at,0.0,RAB33A
209904_at,0.0,TNNC1
59437_at,0.0,C9orf116
235628_x_at,0.0,LOC101929964///LINC01184
238250_at,0.0,
1554962_a_at,0.0,FGFR4
239181_at,0.0,CYP2R1
230197_s_at,0.0,TPPP
240052_at,0.0,ITPR1
235701_at,0.0,
205920_at,0.0,SLC6A6
238891_at,0.0,
229889_at,0.0,LRRC75A
214067_at,0.0,TSR3
1555869_a_at,0.0,LOC100507477
223901_at,0.0,SYT3
1552724_at,0.0,RHOXF1
235969_at,0.0,SCN8A
1562914_a_at,0.0,LINC00905
241000_at,0.0,
207740_s_at,0.0,NUP62
211484_s_at,0.0,DSCAM
210176_at,0.0,TLR1
228967_at,0.0,EIF1
213207_s_at,0.0,GOSR2
243335_at,0.0,P4HA1
207823_s_at,0.0,AIF1
1552852_a_at,0.0,ZSCAN4
1560402_at,0.0,GAS5
222717_at,0.0,SDPR
212739_s_at,0.0,NME4
206620_at,0.0,GRAP
1568406_at,0.0,
212282_at,0.0,TMEM97
239206_at,0.0,CR1L
214095_at,0.0,SHMT2
219015_s_at,0.0,ALG13
1564972_x_at,0.0,SETDB2
232967_at,0.0,
205993_s_at,0.0,TBX2
229693_at,0.0,TMEM220
230113_at,0.0,MBNL3
1560890_at,0.0,LINC01088
227509_x_at,0.0,
211626_x_at,0.0,ERG
227145_at,0.0,LOXL4
244809_at,0.0,
230916_at,0.0,NODAL
228957_at,0.0,ZNF362
204463_s_at,0.0,EDNRA
212141_at,0.0,MCM4
1564459_at,0.0,DDC-AS1
1569839_s_at,0.0,LOC101929953///LRRC37A5P
1553260_s_at,0.0,ALS2CR11
204958_at,0.0,PLK3
205779_at,0.0,RAMP2
233947_s_at,0.0,TBX5-AS1
224234_at,0.0,
225230_at,0.0,DRAM2
206793_at,0.0,PNMT
1564334_at,0.0,LINC00304
228651_at,0.0,VWA1
214981_at,0.0,POSTN
1558011_at,0.0,LOC441081
215247_at,0.0,LOC100288570
1565265_at,0.0,
221210_s_at,0.0,NPL
205269_at,0.0,LCP2
1558922_at,0.0,
219811_at,0.0,MIR1306///DGCR8
206623_at,0.0,PDE6A
238791_at,0.0,ZNF100
1566462_at,0.0,
1563351_at,0.0,
211959_at,0.0,IGFBP5
241394_at,0.0,LOC101928710
232175_at,0.0,ARF1
210306_at,0.0,L3MBTL1
1556750_at,0.0,LOC153577
205776_at,0.0,FMO5
1556580_a_at,0.0,
1557881_at,0.0,ZNF32-AS3
219484_at,0.0,HCFC2
239380_at,0.0,LINC01554
1556486_at,0.0,LOC105378577
238812_at,0.0,
236370_at,0.0,
228530_at,0.0,MZT1
213373_s_at,0.0,CASP8
234043_at,0.0,
226835_s_at,0.0,ZFAS1
237651_x_at,0.0,LINC00518
237500_at,0.0,
229344_x_at,0.0,RIMKLB
1555804_a_at,0.0,MAP3K19
208473_s_at,0.0,GP2
226627_at,0.0,Sep-08
207927_at,0.0,HTR7
237923_at,0.0,
1569310_at,0.0,IRGQ
1566515_at,0.0,CWF19L2
1560291_at,0.0,RIPPLY1
204439_at,0.0,IFI44L
242672_at,0.0,
1560782_at,0.0,
244845_at,0.0,
213122_at,0.0,TSPYL5
234439_at,0.0,
242709_s_at,0.0,
224348_s_at,0.0,HOTS
221347_at,0.0,CHRM5
238504_at,0.0,SDHAF4
208498_s_at,0.0,ACTG1P4///AMY2B///AMY2A///AMY1C///AMY1B///AMY1A
207866_at,0.0,BMP8A
223911_at,0.0,
236000_s_at,0.0,
205580_s_at,0.0,HRH1
1563658_a_at,0.0,SYT9
231817_at,0.0,USP53
242094_at,0.0,
1564773_x_at,0.0,
205519_at,0.0,WDR76
232277_at,0.0,SLC28A3
1565826_at,0.0,
216057_at,0.0,RAB3GAP2
213192_at,0.0,THAP3
214560_at,0.0,FPR3
1564148_at,0.0,
206546_at,0.0,SYCP2
219687_at,0.0,HHAT
216852_x_at,0.0,IGLJ3
237143_at,0.0,
241851_x_at,0.0,LOC100130429
1561334_at,0.0,LOC285181
1558459_s_at,0.0,LOC101928623///LOC401320
241269_at,0.0,
1556355_x_at,0.0,RGL3
236351_at,0.0,DPP10-AS1
205150_s_at,0.0,TRIL
1562011_at,0.0,DOCK4-AS1
1557538_at,0.0,
217589_at,0.0,RAB40A
244349_at,0.0,
237897_at,0.0,IAH1
1559605_a_at,0.0,LOC285043
227992_s_at,0.0,SPACA6
235498_at,0.0,LRRIQ3
207934_at,0.0,RFPL1
215079_at,0.0,
231403_at,0.0,TRIO
231218_at,0.0,
234364_at,0.0,IGLL5///IGLV@
1562682_at,0.0,RORA-AS1
227290_at,0.0,CDYL2
222037_at,0.0,MCM4
239622_at,0.0,TRAP1
37802_r_at,0.0,FAM63B
207978_s_at,0.0,NR4A3
224118_at,0.0,UBE2B
1564945_at,0.0,TBX20
241439_at,0.0,LOC101929004
211844_s_at,0.0,NRP2
233682_at,0.0,
241204_at,0.0,
202772_at,0.0,HMGCL
232511_at,0.0,
239706_x_at,0.0,
229318_at,0.0,NUTM2B-AS1
205649_s_at,0.0,FGA
238281_at,0.0,
210372_s_at,0.0,TPD52L1
230425_at,0.0,EPHB1
209474_s_at,0.0,ENTPD1
204035_at,0.0,SCG2
238398_s_at,0.0,
235166_at,0.0,ZNF148
232559_at,0.0,
221374_at,0.0,FGF16
244761_at,0.0,C5orf63
211760_s_at,0.0,VAMP4
233180_at,0.0,
235705_at,2.0,
1570173_at,0.0,INTS7
207895_at,1.0,NAALADL1
1552321_a_at,1.0,CCDC65
227002_at,1.0,LOC101927137///FAM78A
203915_at,2.0,CXCL9
228731_at,1.0,GUCY1A2
204388_s_at,2.0,MAOA
238212_at,2.0,
234035_at,2.0,HNRNPM
240914_at,1.0,
1554237_at,2.0,SDCCAG8
235672_at,1.0,MAP6
241503_at,1.0,FAM81A
244700_at,1.0,SEC61B
215910_s_at,2.0,FNDC3A
229098_s_at,1.0,C5orf24
220752_at,1.0,LOC51145
205910_s_at,1.0,CEL
232127_at,1.0,CLCN5
242239_at,2.0,NSUN6
221290_s_at,1.0,MUM1
1559771_at,1.0,
223183_at,1.0,AGPAT3
1555146_at,1.0,ATF2
219323_s_at,1.0,IL18BP
216463_at,1.0,
206265_s_at,1.0,GPLD1
1561587_at,2.0,LINC00907
214973_x_at,1.0,IGHD
201476_s_at,1.0,RRM1
205148_s_at,1.0,CLCN4
237407_at,1.0,HS1BP3
239549_at,1.0,
204625_s_at,1.0,ITGB3
202130_at,0.0,RIOK3
240463_at,1.0,
228903_at,1.0,CES4A
205755_at,1.0,ITIH3
1562089_at,2.0,GLYATL1
241122_s_at,2.0,MUSK
227147_s_at,2.0,EGLN2
202075_s_at,2.0,PLTP
234770_at,1.0,OR51A1P
216697_at,2.0,TRIO
210484_s_at,0.0,LOC254896///TNFRSF10C
212136_at,2.0,ATP2B4
1557630_s_at,2.0,LOC107984534
210917_at,2.0,YES1
219703_at,0.0,MNS1
216651_s_at,2.0,GAD2
207534_at,0.0,MAGEB1
1569808_at,2.0,
244789_at,2.0,TEX36
243027_at,0.0,IGSF5
1555203_s_at,2.0,SLC44A4
1560426_at,0.0,CFAP54
242947_at,1.0,
225664_at,2.0,COL12A1
244696_at,1.0,
236080_at,2.0,LOC100507670
237270_at,1.0,LOC100505710
204339_s_at,1.0,RGS4
219813_at,1.0,LATS1
223618_at,1.0,FMN2
200901_s_at,2.0,M6PR///PHC1
1565597_at,0.0,
241513_at,2.0,
1554300_a_at,2.0,SVOPL
211548_s_at,0.0,HPGD
1570293_at,0.0,TBL1X
214410_at,2.0,TRPM1
222375_at,2.0,
206716_at,1.0,UMOD
232866_at,1.0,ZSCAN18
204398_s_at,0.0,EML2
212392_s_at,0.0,LOC101930416///LOC101929792///LOC100996724///PDE4DIP
1553734_at,1.0,AK7
221612_at,0.0,LRTM1
1564803_at,2.0,KRTAP11-1
1564232_at,1.0,
201425_at,1.0,ALDH2
1561167_at,1.0,
232319_at,2.0,
214437_s_at,2.0,SHMT2
210521_s_at,2.0,FETUB
1558738_at,2.0,NOL3
1569311_at,2.0,
228256_s_at,1.0,EPB41L4A
1559471_s_at,1.0,D21S2088E
1555022_at,2.0,RGS12
216803_at,1.0,PDLIM5
234243_at,1.0,RPF1
242211_x_at,1.0,WDR90
1569582_at,1.0,AADACP1
231167_at,1.0,
1553781_at,2.0,ZC3HAV1L
1556491_at,1.0,
229136_s_at,2.0,
222181_at,1.0,CNOT2
239705_at,2.0,
33767_at,1.0,NEFH
223415_at,2.0,RPP25
223801_s_at,2.0,APOL4
243808_at,0.0,
239045_at,2.0,
228945_s_at,1.0,SLC39A8
232865_at,2.0,AFF4
214642_x_at,0.0,MAGEA10-MAGEA5///MAGEA5
227714_s_at,2.0,RABL6
1553907_a_at,2.0,EXD1
210828_s_at,0.0,ARNT
1570207_at,2.0,FRRS1
243853_at,2.0,
227563_at,0.0,FAM27E2///FAM27E3
237656_at,2.0,WWC2
242057_at,2.0,
217586_x_at,1.0,
213066_at,2.0,RUSC2
201009_s_at,0.0,TXNIP
1557789_at,0.0,
232829_at,1.0,OR52K3P
236162_at,0.0,
1558437_at,2.0,
1556154_a_at,0.0,SNAI3-AS1
208593_x_at,2.0,CRHR1
225591_at,0.0,FBXO25
235602_at,2.0,TP53INP1
1557161_at,0.0,LOC100132735
231619_at,0.0,
234967_at,0.0,IL6ST
233025_at,2.0,PDZD2
212279_at,2.0,TMEM97
220893_at,2.0,LOC57399
215244_at,1.0,DGCR5
234349_at,0.0,SSPO
233546_at,2.0,LOC283075
204794_at,1.0,DUSP2
210965_x_at,1.0,CDK13
233222_at,0.0,
225914_s_at,1.0,CAB39L
242974_at,2.0,CD47
1570433_at,0.0,TMPRSS2
234175_at,2.0,
219309_at,0.0,C22orf46
1566599_at,2.0,
239874_at,2.0,PDE8A
214357_at,2.0,C1orf105
1556911_at,2.0,ALMS1-IT1
222384_at,2.0,SMG7-AS1
244727_at,0.0,LOC101927338///KCNQ1OT1
241500_at,2.0,CDH8
226446_at,2.0,HES6
230825_at,0.0,
219429_at,2.0,FA2H
1553239_at,0.0,FAM124A
1568745_at,0.0,LOC646268
217579_x_at,1.0,
210839_s_at,1.0,ENPP2
220270_at,2.0,RNF17
238765_at,2.0,ATP6V1G1
241176_at,2.0,
1556029_s_at,2.0,NMNAT2
231831_at,0.0,COX19
215688_at,1.0,RASGRF1
212913_at,2.0,MSH5-SAPCD1///SAPCD1
1554409_at,0.0,RCC1L
237110_at,0.0,
1569484_s_at,0.0,MDN1
234130_at,1.0,LDB3
1570102_at,2.0,
240047_at,0.0,
234481_at,2.0,
1560386_at,0.0,
1560082_at,2.0,
1553204_at,1.0,C20orf166-AS1
236948_x_at,2.0,SRSF11
239746_at,0.0,MESDC2
208230_s_at,0.0,NRG1
244832_at,0.0,
230299_s_at,1.0,WNT5B
226589_at,1.0,TMEM192
219082_at,2.0,CEMP1///AMDHD2
1562234_a_at,0.0,NAV3
228679_at,2.0,CCEPR
1557057_a_at,0.0,C5orf47
224520_s_at,1.0,BEST3
223986_x_at,1.0,DMRT2
211117_x_at,2.0,ESR2
216758_at,2.0,
237480_at,0.0,
237112_at,0.0,
235912_at,0.0,
1561737_at,1.0,
234480_at,0.0,DKFZP761C1711
244838_at,0.0,
208160_at,1.0,
214883_at,0.0,THRA
1564339_a_at,2.0,CHRM3
243636_s_at,2.0,
1563808_at,1.0,MCF2L
235081_x_at,2.0,TRIM65
208011_at,0.0,PTPN22
204701_s_at,0.0,STOML1
1552554_a_at,2.0,NLRC4
240283_at,2.0,
211795_s_at,0.0,FYB
1556095_at,0.0,UNC13C
215288_at,2.0,TRPC2
1556724_at,0.0,LOC100288490
213981_at,1.0,COMT
218321_x_at,2.0,STYXL1
232505_at,1.0,DCTN2
244631_at,2.0,LOC389834
240680_at,0.0,
1561105_at,2.0,CLDN11
211323_s_at,0.0,ITPR1
217006_x_at,0.0,FASN
1568921_at,2.0,LOC101930286///LOC101930149
208465_at,0.0,GRM2
1561948_at,2.0,COQ10B
217652_at,0.0,MAU2
241679_at,1.0,
244327_at,1.0,
243828_at,1.0,
242541_at,1.0,ABCA9
222931_s_at,0.0,THNSL1
221779_at,0.0,MICALL1
209793_at,0.0,GRIA1
200932_s_at,0.0,DCTN2
207826_s_at,2.0,ID3
238345_at,0.0,SLC38A10
224230_at,1.0,IL36B
228048_at,1.0,ZNF503-AS2
204486_at,0.0,LOC101927338///KCNQ1OT1
235358_at,2.0,LOC728485
221539_at,2.0,EIF4EBP1
230323_s_at,0.0,TMEM45B
229481_at,0.0,NKD1
205156_s_at,0.0,ASIC1
202950_at,2.0,CRYZ
228737_at,0.0,TOX2
244250_at,1.0,ANXA6
224391_s_at,2.0,SIAE
214233_at,2.0,GGA2
231525_at,2.0,IQCF5
1561197_at,0.0,LOC101929518///LOC101927088///FLJ43315///LOC442028
210794_s_at,2.0,MEG3
243901_at,1.0,ALDOB
241528_at,0.0,MAPK15
1569154_a_at,0.0,GRAMD4
241158_at,2.0,
205333_s_at,2.0,RCE1
1560964_at,2.0,
1558338_at,0.0,SEMA6A
1557003_at,1.0,TTC23L
234241_at,2.0,SCAMP5
1564709_at,1.0,LOC286238
221912_s_at,1.0,CCDC28B
243046_at,0.0,
226925_at,2.0,PXYLP1
1561914_at,2.0,
207080_s_at,0.0,PYY
231299_at,0.0,AGAP3
1569940_at,2.0,SLC6A16
229522_at,0.0,SDR42E1
214451_at,2.0,TFAP2B
1567282_at,0.0,OR1J4
